time,cpu@tsung_controller@ip-172-31-36-55 
0,1.0609946889893556 
10,0.10005002501250625 
20,0.10005002501250625 
30,0.050075112669003496 
40,0.050075112669003496 
50,0.050075112669003496 
60,0.050075112669003496 
70,0.050075112669003496 
80,0.050075112669003496 
90,0.050075112669003496 
100,0.050075112669003496 
110,0.050075112669003496 
120,0.050075112669003496 
130,0.050075112669003496 
140,0.050075112669003496 
150,0.050075112669003496 
160,0.050075112669003496 
170,0.050075112669003496 
180,0.050075112669003496 
190,0.050075112669003496 
200,0.050075112669003496 
210,0.050075112669003496 
220,0.050075112669003496 
230,0.050075112669003496 
240,0.050075112669003496 
250,0.050075112669003496 
260,0.050075112669003496 
270,0.050075112669003496 
